id;Name;Title;Publication;Year;G_title;Comment;pub_year;pub_type;Meter;Regularity;Rhyme;Type;Music;Composer;Music_year;Source;Notation;Music_gtitle;Comment_m;;
482;Суханов, М.Д.;Ах ты матушка, мать быстра река;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 75;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XIII;1828;collection;Пс2;reg;unrhymed;core;;;;;;;;;
483;Суханов, М.Д.;Ах кручина ты кручинушка;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 75-76;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XIV;1828;collection;Х4д;reg;unrhymed;core;;;;;;;;;
484;Суханов, М.Д.;Любил молодец красну девицу;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 76-77;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XV;1828;collection;Пс2;reg;unrhymed;core;;;;;;;;;
485;Суханов, М.Д.;В волостном большом селении;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 77-78;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XVI;1828;collection;Х4д;reg;unrhymed;core;;;;;;;;;
486;Суханов, М.Д.;Не две лебеди по реченьке плывут;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 78-79;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XVIII;1828;collection;Х6м;reg;rhymed;core;;;;;;;;;
487;Суханов, М.Д.;О чем красавица грустишь;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 80-81;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XIX;1828;collection;Я43м;reg;rhymed;core;;;;;;;;;
488;Суханов, М.Д.;Красно солнышко садилось за леса;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 81-83;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XX;1828;collection;Х6м;reg;rhymed;core;;;;;;;;;
489;Суханов, М.Д.;Два года нежно молодца;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 83-84;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXI;1828;collection;Я43мж;reg;rhymed;core;;;;;;;;;
490;Суханов, М.Д.;Как стоял шатер во чистом поле;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 84;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXII;1828;collection;Пс2;reg;unrhymed;core;;;;;;;;;
491;Суханов, М.Д.;Нет на беседу не пойду;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 86;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXIV;1828;collection;Я43м;reg;rhymed;core;;;;;;;;;
492;Суханов, М.Д.;Любила друга дорогого;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 86-87;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXV;1828;collection;Я43жм;reg;rhymed;periph;;;;;;;;;
493;Суханов, М.Д.;О чем грустишь девица;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 87-88;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXVI;1828;collection;Я3д + Х3ж;unreg(перебои);occ;core;;;;;;;;;
494;Суханов, М.Д.;В светлице девица сидела;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 88-89;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXVII;1828;collection;Я43жм;reg;rhymed;core;;;;;;;;;
495;Суханов, М.Д.;Война война пришло прощаться;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 88-89;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXVIII;1828;collection;Я43жм;reg;rhymed;core;;;;;;;;;
496;Суханов, М.Д.;Лейтесь слезы из очей;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 90-91;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXIX;1828;collection;Х43мж;reg;rhymed;periph;;;;;;;;;
497;И.В.;Дунул ветр со страны Северной;Дух журналов. Спб., 1816. Ч. 10. С. 621-624 (№ 13, с. 115-118);1816;Песня русская;м.б Иван Иванович Варакин? Баллада, рефлексы сюжета о мертвом женихе, но жених здоровы, убит из лука злым батюшкой, девица скончалась в темнице (или И.Е. Великопольский, благонамеренный1820-е, стилизации);1816;collection;Х4д;reg;unrhymed;periph;;;;;;;;;
498;Б/П;Где вчера я ни ходила;Московский собеседник. М., 1806. Ч. 2. С. 47;1806;Песня;;1806;periodical;Х4жм;reg;rhymed;periph;;;;;;;;;
499;Любавский;Не бушуйте ветры буйные;Аглая. М., 1809. Ч. 7, сент. С. 42-44;1809;Песня. Подражание древним Российским стихотворениям;;1809;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
500;N.N.;Не роняй слез красна девица;Московский курьер. М., 1806. Ч. 3, № 8. С. 125-127;1806;Песня;;1806;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
501;Б/П;Ну-те-тка братцы работнички;Московский курьер. М., 1806. Ч. 4, № 51. С. 392-394;1806;Песня крестьянская (писана простонародным размером);;1806;periodical;Пс2;unreg(перебои);unrhymed;periph;;;;;;;;;
502;Суханов, М.Д.;Заря угасла. Месяц полный;Литературные прибавления к Русскому Инвалиду. 1836,  № 39, май 13. С. 311-312;1836;Русская песня;в сб. “Мои сельские досуги” 1836. Суханов называет это “Утопленница. Романс” С. 12-13;1836;periodical;Я43жм;reg;rhymed;periph;;;;;;;;;
503;Струйский, Д.Ю.;Над рекою ивушка;Литературные прибавления к Русскому Инвалиду. 1837,  № 14, 3 апреля. С. 135;1837;Русская песня;;1837;periodical;Х3д;reg;unrhymed;music;melody;Струйский, Д.Ю.;1837;Мелодии Д. Струйского. 1837;;Русская песня;;;
504;Чижов, Н.;У подгорья студены ключи шумят;Литературные прибавления к Русскому Инвалиду. 1837,  № 22, 29 мая. С. 212;1837;Русская песня;;1837;periodical;Х6м;reg;rhymed;core;;;;;;;;;
505;Голицын, М.А.;Узнайте да поведайте;Литературные прибавления к Русскому Инвалиду. 1838,  № 23, 4 июня. С. 444.;1832;Чувство русского;;1838;periodical;Я3ддм;reg;occ;periph;;;;;;;;;
506;Айбулат-Розен, К.;Что, склонившись у окошка;Литературные прибавления к Русскому Инвалиду. 1838,  № 29, 16 июля. С. 444.;1838;Песня;ср. фет “облаком волнистым”;1838;periodical;Х4жм;reg;rhymed;core;;;;;;;;;
507;Цыганов;Ах вы кони мои вороные;Литературные прибавления к Русскому Инвалиду. 1839,  № 19, 13 мая. С. 444.;1832;Песня;публикация актеров-друзей или фейк?;1839;periodical;Ан3ж;reg;rhymed;core;;;;;;;;;
508;Б/П;Что завял так рано;Литературные прибавления к Русскому Инвалиду. 1839,  № 2, 15 мая. С. 444.;1839;Цветок;;1839;periodical;Х3жм;reg;rhymed;core;;;;;;;;;
509;Б/П;Дуня по сеням своим похаживает;Московский собеседник. М., 1806. Ч. 2. С. 458-459;1806;Песня;;1806;periodical;Х6м;unreg (зачин с гипердакт);rhyme;core;;;;;;;;;
510;Суханов, М.Д.;В святой руси идет война;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. (ц.р. 1 мая 1835). С. 1-2;1831;;раздел “Песни”. 1831-й год;1836;collection;Я4мж;reg;rhyme;core;;;;;;;;;
511;Суханов, М.Д.;Так! Полно молодцу грустить;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. (ц.р. 1 мая 1835) С. 3-4;1835;;;1835;collection;Я43мж;reg;rhyme;core;;;;;;;;;
512;Суханов, М.Д.;Не плачь красавица! Тебе ли горевать;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. (ц.р. 1 мая 1835) С. 7-8;1835;;;1835;collection;Я6мж;reg;rhyme;periph;;;;;;;;;
513;Суханов, М.Д.;Ах! постыло все мне;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. (ц.р. 1 мая 1835) С. 9-11;1835;Ездок. Романс;;1835;collection;Ан22м11ж + Х4м;reg;rhyme;core;;;;;;;;;
514;Суханов, М.Д.;Ты не вейся ласточка;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. (ц.р. 1 мая 1835) С. 97;1835;Ласточке;;1835;collection;Х3д;reg;unrhymed;core;;;;;;;;;
515;Степанов, С.П.;Кто пригреет тебя;La Nouvelliste. 1844, № 11. С. 285-286;1844;Сирота;;1844;music;Ан2м;reg;rhyme;music;melody;Дерфельдт, А.А.;1844;La Nouvelliste. 1844, № 11. С. 285-286;Для голоса с фортепиано;Сирота;;;
516;Трике, И.;Не давайте золота;Дерфельдт А.А. Желание. Романс. Посв. Е.А.К. Сл. И.Трике. Спб. [184?];1849;Желание. Романс;;1849;music;Х3дм;unreg (музыка);occ;music;melody;Дерфельдт, А.А.;1849;Желание. Романс. Посв. Е.А.К. Сл. И.Трике. Спб. [184?];;Желание;;;
517;Закревский, А.;Припади головушкой;Девитте Н.М. Песня. Припади головушкой. Сл. А. Закревского.  В муз. магазине Миллера и Гротриана. М., 1839.;1839;Песня;;1839;music;Х3дм;reg;rhyme;music;melody;Девитте, Н.П,;1839;Песня . Припади головушкой ты ко мне на грудь. М., 1839;;Русская песня;;;
518;Дмитриевский, М.;Грустно мне грустно мне;Дерфельдт А.А.Грустно мне, грустно мне. Песня. Спб., Стелловский, 1867. (Романсы и песни. Музыка Антона Дерфельдта);1858;Песня;;1858;music;Ан2м;reg;rhyme;music;melody;Дерфельдт, А.А.;1858;Грустно мне, грустно мне. Песня. Романсы и песни. Музыка Дерфельдта. Стелловский, М, 1858.;;;;;
519;Глинка, Ф.;Мне случилося однажды;Новости литературы, 1823, кн.3., № 7, с.107-108;1823;Песня русской девицы;;1823;periodical;Х4жм;reg;rhyme;periph;;;;;;;;;
520;Б/П;Что делать мне и что начать;Новости литературы, 1825, кн.13., № 9, с.186;1825;Русская песня;;1825;periodical;Я4м;reg;rhyme;core;;;;;;;;;
521;Кугушев, Н.М.;Ты не пой не пой соловушка;Новости русской литературы на 1805 год, Ч.13, № 7. С. 108-109;1805;Песня;подп: Ботамвец;1805;periodical;Х4д;unreg;unrhymed;core;;;;;;;;;
522;Усолец;Что вы гусли мои милые;Новости русской литературы на 1804 год, Ч.13, № 6. С. 93-94;1796;Две песни;Сия песня сочинена вскоре по кончине Государыни ЕКАТЕРИНЫ II.;1796;periodical;Х4д;unreg;unrhymed;periph;;;;;;;;;
523;Востоков, А.Х.;Родила меня моя матушка;Труды вольного общества любителей российской словесности. 1821. Ч. 16, кн. 3. С. 354-355;1821;Чехиня;Богемские песни;1821;periodical;Пс;reg;unrhymed;periph;;;;;;;;;
524;Великопольский, И.Е.;Не звезда зажглась не луна взошла;Благонамеренный, 1822, Ч. 17, № 12, С. 513-514. Подп: И.В. ц.р. дек. 1821;1822;Тоска в разлуке;Русские песни;1822;periodical;Пс2;unreg;unrhymed;core;;;;;;;;;
525;Великопольский, И.Е.;Ах подруженьки голубушки;Благонамеренный, 1822, Ч. 17, № 12, С. 514-515. Подп: И.В. ц.р. дек. 1821;1822;Непонятная грусть;Русские песни;1822;periodical;Пс2;unreg;unrhymed;core;;;;;;;;;
526;Глинка, Ф.;Вот желтеют листья;Новости литературы, 1825, № 7, с.55;1825;Сетование (с богемского);;1825;periodical;Х3ж;reg;unrhymed;periph;;;;;;;;;
527;Скородумов, Н.;Таня милая жестокая;Благонамеренный. 1824. Ч. 27. № 17. С. 271-272;1824;Руская песня;Посвящается Т.В. А...ой;1825;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
